pair_id,researcher_id,researcher_name,researcher_domain,researcher_keywords,researcher_source,grant_id,grant_title,grant_abstract,grant_funder,grant_amount_gbp,grant_domain,grant_source,overlap_score,label
PAIR_0130,01CA7C61-491E-45B1-AE34-CA0BE91A04C8,Francisca Mutapi,Social Sciences,"social, inequality, education, poverty, policy, community",https://gtr.ukri.org/person/01CA7C61-491E-45B1-AE34-CA0BE91A04C8,A3164EB6-A9DC-40D1-8B7F-00343A9F1628,Robotic technologies for Automated Adaptive Laboratory Evolution,"Context &amp; background:Engineering biology addresses global challenges in healthcare,sustainable biomanufacturing,waste management,and agriculture often through microbial engineering.Adaptive Laboratory Evolution (ALE) is a powerful yet simple method to achieve these goals.By culturing microbes under selection pressures and naturally selecting those that adapt, ALE provides an elegant solution f",Studentship,0,Biology & Life Sciences,https://gtr.ukri.org/projects?ref=A3164EB6-A9DC-40D1-8B7F-00343A9F1628,0.0,Average Fit
PAIR_0048,012897B8-0FC0-4398-A0A0-AEB37D2F3BEA,Peter Moody,Biomedical & Health,"cancer, diabetes, drug, clinical, biomedical, genomic",https://gtr.ukri.org/person/012897B8-0FC0-4398-A0A0-AEB37D2F3BEA,054F6276-968F-45C5-AF49-0181DE4F2F6F,Research and Training to create assets in the form of new companies to develop a new model to generate innovative therapies,Cancer Research UK has partnered with Deep Science Ventures to create an opportunity for early career stage researchers to build ventures that target the complexity of biology. This partnership brings together the world's largest independent funder of cancer research with the unique venture design process of Deep Science Ventures to create a programme that is exhaustive in the search for the best ,Research Grant,0,Biomedical & Health,https://gtr.ukri.org/projects?ref=054F6276-968F-45C5-AF49-0181DE4F2F6F,0.2222,Good Fit
PAIR_0131,0045DBDF-966E-46AB-9209-D8F9CBE4B1FC,Maria Appleyard,Social Sciences,"social, inequality, education, poverty, policy, community",https://gtr.ukri.org/person/0045DBDF-966E-46AB-9209-D8F9CBE4B1FC,ADDABBBD-F94B-4C6F-95CD-014628B3A83E,Office furniture design for remanufacturing,"This project is to investigate how to better design commercial furniture for remanufacturing to address today’s 165,000,000 kg of furniture sent to landfill every year.

It will do this by bringing essential but missing design and remanufacturing skills to our company, enabling us to reshape the furniture put into service so that it has many lifetimes. This will reduce furniture waste, create UK j",Vouchers,0,Cybersecurity & Computing,https://gtr.ukri.org/projects?ref=ADDABBBD-F94B-4C6F-95CD-014628B3A83E,0.0,Average Fit
PAIR_0127,0010221C-C855-4F35-8E36-087BFA9AF15D,David Bunton,Cybersecurity & Computing,"cybersecurity, security, encryption, network, privacy, blockchain",https://gtr.ukri.org/person/0010221C-C855-4F35-8E36-087BFA9AF15D,C0955A07-EC72-459E-9594-01888FC4795E,Mapping the chemistry of phosphorus-containing analogues of urea. From fundamental chemistry to high-performance compounds and materials.,"The isolobal analogy is frequently invoked to draw comparisons between the fundamental chemistry of small inorganic molecules and more established organic species. For example, the diagonal relationship between a methine fragment (C-H) and phosphorous has led to the latter being nicknamed a &quot;carbon-copy&quot;. This has resulted in extensive chemistry aimed at developing phosphorus-containing ",Research Grant,0,Biology & Life Sciences,https://gtr.ukri.org/projects?ref=C0955A07-EC72-459E-9594-01888FC4795E,0.0,Average Fit
PAIR_0104,01CA7C61-491E-45B1-AE34-CA0BE91A04C8,Francisca Mutapi,Social Sciences,"social, inequality, education, poverty, policy, community",https://gtr.ukri.org/person/01CA7C61-491E-45B1-AE34-CA0BE91A04C8,AD63307D-EECA-474C-BA7A-00CCD12C3BBB,Exploring the Efficiency and Sustainability of Green Hydrogen Production: Utilizing Solid State Electrocatalysts and 3D printed cells in Water Electro,"The project aims to utilize our library of solid state electrocatalysts, including thin films, to find efficient ways for hydrogen generation using commercial and 3D printed electrolysis cells. The PhD scholar will also investigate improving the water oxidation reaction efficiency and exploring opportunities to implement electrolysers that can split water. Overall, the focus is on advancing hydrog",Studentship,0,Artificial Intelligence,https://gtr.ukri.org/projects?ref=AD63307D-EECA-474C-BA7A-00CCD12C3BBB,0.0,Average Fit
PAIR_0132,00D084A2-59CF-46B8-9085-AB3881AF13A1,Gino Poulin,Social Sciences,"social, inequality, education, poverty, policy, community",https://gtr.ukri.org/person/00D084A2-59CF-46B8-9085-AB3881AF13A1,0C552636-8921-4940-9DAB-01530F14011A,Safe and Sound - secure and sustainable Cloud3D services,Safe and Sound will enable Hao2.eu to research and develop good practise standards and approaches to deliver secure and sustainable Cloud3D services which proactively anticipate and support the needs of vulnerable groups such as people with autism and learning disabilities.,Vouchers,0,Artificial Intelligence,https://gtr.ukri.org/projects?ref=0C552636-8921-4940-9DAB-01530F14011A,0.0,Average Fit
PAIR_0285,014B5D50-1B76-4A7B-8435-A653096C475F,Giuseppe Battaglia,Cybersecurity & Computing,"cybersecurity, security, encryption, network, privacy, blockchain",https://gtr.ukri.org/person/014B5D50-1B76-4A7B-8435-A653096C475F,0AE039A7-9A84-4943-AA36-001DB5763245,Ferroelectrics for Nanoelectronics (FERN),The evolution of silicon technology since the 1960's has focussed on doubling performance and functionality every 18-24 months through miniaturization. Critical dimensions measured in tens of nanometres are now common place and billions of components connected by miles of wiring can be packed onto a wafer no larger than a thumb nail. Today the focus is shifting away from more scaling (called more ,Research Grant,0,Engineering & Physics,https://gtr.ukri.org/projects?ref=0AE039A7-9A84-4943-AA36-001DB5763245,0.0,Bad Fit
PAIR_0249,0114B0BD-9EB7-4D48-9BD6-3FED2BC45FDD,Chittur Srinivasan,Social Sciences,"social, inequality, education, poverty, policy, community",https://gtr.ukri.org/person/0114B0BD-9EB7-4D48-9BD6-3FED2BC45FDD,B675C972-377A-47D2-A9DD-00D4BF6D112B,'Single truth' Customer Information Services,"The project will develop a cloud-based information management solution that will provide passengers with a

'Single Truth’ of data across on-platform customer information displays and mobile devices. It will provide

passengers with more details about their journey including predicted train capacity, timetable information and

variations, delays, train facilities and journey planning options to he",Collaborative R&D,0,Cybersecurity & Computing,https://gtr.ukri.org/projects?ref=B675C972-377A-47D2-A9DD-00D4BF6D112B,0.0,Bad Fit
PAIR_0178,01CA7C61-491E-45B1-AE34-CA0BE91A04C8,Francisca Mutapi,Social Sciences,"social, inequality, education, poverty, policy, community",https://gtr.ukri.org/person/01CA7C61-491E-45B1-AE34-CA0BE91A04C8,97B77333-7729-4E6E-BE84-0067A6EBA4A9,"UPright radiotherapy: Learning, Innovation, Fellowship and Training","Radiotherapy (RT) is a mainstay of modern cancer treatment. Conventionally, RT is delivered to the patient lying on a treatment couch, while a beam steering device (gantry) aims the radiation from any angle around the target. Positioning the patients in upright body posture (upRT) instead enables to orient the patient arbitrarily toward a fixed beam. This enables smaller facility footprint and red",Training Grant,0,Biomedical & Health,https://gtr.ukri.org/projects?ref=97B77333-7729-4E6E-BE84-0067A6EBA4A9,0.0,Average Fit
PAIR_0093,00532642-0CA1-4022-A929-7B2C4F4D1643,Eric James Hill,Engineering & Physics,"engineering, materials, nanotechnology, quantum, photonics, semiconductor",https://gtr.ukri.org/person/00532642-0CA1-4022-A929-7B2C4F4D1643,D45A282F-EE79-442E-9658-0066F4E17E36,IL microemulsion extractions,"Background
Extraction is a key purification tool in pharmaceutical manufacturing but is mostly done in batch operations. Problems occur with the formation of undesirable emulsions/phases and when extracting hydrophilic species. This research develops the chemistry and engineering of intensified/continuous extraction technology. Apart from traditional solvents, water-hydrophobic ionic liquid system",Studentship,0,Engineering & Physics,https://gtr.ukri.org/projects?ref=D45A282F-EE79-442E-9658-0066F4E17E36,0.25,Good Fit
PAIR_0069,0060F773-2DEB-4A82-80A5-0B4B1AF6A6CD,Adam Eyre-Walker,Climate & Environment,"climate, carbon, greenhouse, sustainability, renewable, net zero",https://gtr.ukri.org/person/0060F773-2DEB-4A82-80A5-0B4B1AF6A6CD,BD94EFCE-6B29-4EBB-95CE-01C8BEF59E6A,Continuous-flow Synthesis of Functional Polymeric Materials,"In recent years, the field of continuous flow chemistry has become a powerful technique for multi-step synthesis of a wide range of organic compounds. It can provide a faster, cleaner and cheaper means of organic synthesis, while complex, multi-step syntheses can be conducted in series with relatively high yields through the rapid progression of intermediates. At present, most industrial scale pol",Studentship,0,Artificial Intelligence,https://gtr.ukri.org/projects?ref=BD94EFCE-6B29-4EBB-95CE-01C8BEF59E6A,0.0667,Good Fit
PAIR_0167,02A2D0C2-DA3F-48DF-8FD8-F27140FAA0FA,Terence Sloan,Climate & Environment,"climate, carbon, greenhouse, sustainability, renewable, net zero",https://gtr.ukri.org/person/02A2D0C2-DA3F-48DF-8FD8-F27140FAA0FA,9B4CAB89-463A-430D-B93F-005554ABED30,rISC - the game of strategic molecular design for high efficiency OLEDs,"Lighting and displays form essential parts of our daily lives and consume approximately 20% of the electricity used worldwide. It has been shown that lights visible from space at night time are an effective measure of a country's economic development, while energy capture through the development of materials that absorb more sunlight is at the heart of attempts to reduce our reliance upon unsustai",Research Grant,0,Engineering & Physics,https://gtr.ukri.org/projects?ref=9B4CAB89-463A-430D-B93F-005554ABED30,0.0,Average Fit
PAIR_0011,00617D87-DD49-4D85-9C6D-D69BB8A58B62,Ian Henderson,Engineering & Physics,"engineering, materials, nanotechnology, quantum, photonics, semiconductor",https://gtr.ukri.org/person/00617D87-DD49-4D85-9C6D-D69BB8A58B62,BB525BE1-6080-4537-A3E0-00E0849BD0BA,Development of Smart Hydrogel Oscillators,"Smart hydrogels have become a popular area of research which covers everything from temperature and pH stimulated gel-based systems [1] to more complex fields such as biomimetic [2] and electrochemical systems [3]. Research on these systems has reinforced the core concept that the ability of these systems to swell and absorb fluids while retaining their structure [4], followed by, the subsequent c",Studentship,0,Engineering & Physics,https://gtr.ukri.org/projects?ref=BB525BE1-6080-4537-A3E0-00E0849BD0BA,0.125,Good Fit
PAIR_0109,0045DBDF-966E-46AB-9209-D8F9CBE4B1FC,Maria Appleyard,Social Sciences,"social, inequality, education, poverty, policy, community",https://gtr.ukri.org/person/0045DBDF-966E-46AB-9209-D8F9CBE4B1FC,D34A9643-6779-493D-B3AC-00409713B105,Robust statistical method development for multivariate integrated modelling in genomic epidemiology,"Obesity is a growing public health problem as it is associated with increased risk of cardiovascular disease, type-2 diabetes and premature death. Adult weight and risk for obesity are highly heritable traits, but currently we have limited knowledge of the specific genetic risk-factors and the detailed biological mechanisms behind obesity. Understanding the complex mechanisms underlying obesity, a",Fellowship,0,Biomedical & Health,https://gtr.ukri.org/projects?ref=D34A9643-6779-493D-B3AC-00409713B105,0.0588,Average Fit
PAIR_0179,00549524-FBFA-487B-BCFD-5E09C2330D59,Luc Bussiere,Biology & Life Sciences,"biology, genetics, cell, molecular, microbiology, neuroscience",https://gtr.ukri.org/person/00549524-FBFA-487B-BCFD-5E09C2330D59,AC8ECA2B-0427-4876-9314-01599AFB31E8,Robust graph analysis of brain connectivity,"A broad range of neurological diseases and disorders have been linked with pathological alterations in the connectivity of the brain. However, robust methods for identifying and characterising abnormalities in connectivity, their evolution over time and response to treatments, are lacking; and addressing this omission represents a pressing clinical need. In this proposal we aim to meet this need u",Research Grant,0,Biomedical & Health,https://gtr.ukri.org/projects?ref=AC8ECA2B-0427-4876-9314-01599AFB31E8,0.0556,Average Fit
PAIR_0096,0172F194-864E-4641-95A2-BD92C8CB1834,Martin Brand,Biology & Life Sciences,"biology, genetics, cell, molecular, microbiology, neuroscience",https://gtr.ukri.org/person/0172F194-864E-4641-95A2-BD92C8CB1834,D1B1EDEB-9F88-4E4D-ACC6-01AB54F75647,Building resilient and future-proofed ecologies in an Anthropocene landscape,"Overview: 
The English Midlands is a highly human-modified landscape that is farmed, managed, and urban, with remnant woodlands. Into these landscapes non-native species have been introduced (e.g., Jenkin's spire snail, Indian balsam and Japanese knotweed) reflecting a global phenomenon of accelerating biosphere homogenisation. Introduced species can be beneficial, neutral or damaging. Many prolif",Studentship,0,Climate & Environment,https://gtr.ukri.org/projects?ref=D1B1EDEB-9F88-4E4D-ACC6-01AB54F75647,0.1111,Good Fit
PAIR_0297,00FAA1C0-3601-4DEA-B4C2-783E49E49868,Liam Morrison,Climate & Environment,"climate, carbon, greenhouse, sustainability, renewable, net zero",https://gtr.ukri.org/person/00FAA1C0-3601-4DEA-B4C2-783E49E49868,13D8539D-2FF6-4FAC-A36C-005678E6DAFF,Building Banter,"People in buildings feel disengaged and disempowered to take energy saving actions. Overall, this project will improve energy efficiency by involving building users in engaging and ongoing conversations prompting energy efficiency actions in building environments. By exploiting and co-opting existing technologies, and developing a user-centered design approach, it will deliver 'conversational tool",Research Grant,0,Data Science & Statistics,https://gtr.ukri.org/projects?ref=13D8539D-2FF6-4FAC-A36C-005678E6DAFF,0.0,Bad Fit
PAIR_0065,00549524-FBFA-487B-BCFD-5E09C2330D59,Luc Bussiere,Biology & Life Sciences,"biology, genetics, cell, molecular, microbiology, neuroscience",https://gtr.ukri.org/person/00549524-FBFA-487B-BCFD-5E09C2330D59,C23E381B-E09E-43E6-A47B-01769E863533,Understanding how disease-causing NMDA-R mutations influence synaptic development and function across brain regions.,"Neuroscience and Mental health Short summary: Neurodevelopmental disorders are a major global health burden. One main challenge is understanding how, despite influencing the same genes, individual mutations can cause distinct symptoms, that emerge at distinct stages of development. This project combines mouse genetics, high-throughput imaging, and sophisticated circuit and behavioural analyses to ",Studentship,0,Biomedical & Health,https://gtr.ukri.org/projects?ref=C23E381B-E09E-43E6-A47B-01769E863533,0.1111,Good Fit
PAIR_0221,008605AC-4E7A-4CEE-B1FD-0203BCF68AC8,Alan Bowman,Climate & Environment,"climate, carbon, greenhouse, sustainability, renewable, net zero",https://gtr.ukri.org/person/008605AC-4E7A-4CEE-B1FD-0203BCF68AC8,A6691F72-D5CE-476E-88D2-01AD6619906D,"The Structure of the Universe: Cosmology, Exoplanets and Lattice QCD - supplementary grant","The proposal will advance the ambitious goals set out in the STFC Consolidated Grant, entitled Unveiling the Structure of the Universe. In particular, it will advance the study of processes in the solar atmosphere, it will provide new tests of modified gravity, it will advance the application of new statistical tools to galaxy surveys, and it will support the computing and programming support for ",Research Grant,0,Data Science & Statistics,https://gtr.ukri.org/projects?ref=A6691F72-D5CE-476E-88D2-01AD6619906D,0.0,Bad Fit
PAIR_0122,06C04367-189B-463C-AB59-358739FA3954,Vardhman Rakyan,Climate & Environment,"climate, carbon, greenhouse, sustainability, renewable, net zero",https://gtr.ukri.org/person/06C04367-189B-463C-AB59-358739FA3954,02F3633C-D09A-40F6-A13C-008DE4798432,PATT Linked Grant for observational astrophysics at QUB: 2016 - 2018,"Our proposal seeks to renew the PATT Linked Grant at Queen's University Belfast. This award will cover our travel and subsistence costs to both STFC and non-STFC observing facilities. The major topics of observational astrophysics research to be covered by the PATT Linked Grant include: 


- investigations of supernovae and the end stages of stellar evolution; 

- high temporal, spatial and spectr",Research Grant,0,Cybersecurity & Computing,https://gtr.ukri.org/projects?ref=02F3633C-D09A-40F6-A13C-008DE4798432,0.0,Average Fit
PAIR_0281,0174F950-DD73-4DE1-B2DC-6F7E227CA073,Patrick Baker,Climate & Environment,"climate, carbon, greenhouse, sustainability, renewable, net zero",https://gtr.ukri.org/person/0174F950-DD73-4DE1-B2DC-6F7E227CA073,ABD6A8B6-507A-4A9E-83D8-0103E9C13468,Vaginal drug delivery system using advanced material,"Liberum health is a UK based biotech company. Our mission is to address the unmet needs of women's health by providing smart solutions to help manage chronic condition such as pelvic pain and endometriosis, menopause, incontinence and pelvic infections.

Our solution is a drug delivery system made for women, comprised of a biodegradable material. It serves as a vehicle to deliver established treat",Grant for R&D,0,Biomedical & Health,https://gtr.ukri.org/projects?ref=ABD6A8B6-507A-4A9E-83D8-0103E9C13468,0.0,Bad Fit
PAIR_0115,015782DF-483F-4813-AA42-AEEC01AF732A,Ilik Saccheri,Social Sciences,"social, inequality, education, poverty, policy, community",https://gtr.ukri.org/person/015782DF-483F-4813-AA42-AEEC01AF732A,9CA4E0B4-2108-4C3A-923F-00B1E984E05F,Exploring interventions to maintain and prolong healthy skin function for an ageing population,"Life expectancy globally and in the UK has increased and this brings many health-related challenges, including how best to support and maintain health in older people. Ageing affects every organ in our body, including our skin. As we age, the function of our skin declines; it becomes more fragile, its strength and resilience are reduced and, when challenged, it is less able to repair any damage. T",Research Grant,0,Biology & Life Sciences,https://gtr.ukri.org/projects?ref=9CA4E0B4-2108-4C3A-923F-00B1E984E05F,0.0588,Average Fit
PAIR_0002,0172F194-864E-4641-95A2-BD92C8CB1834,Martin Brand,Biology & Life Sciences,"biology, genetics, cell, molecular, microbiology, neuroscience",https://gtr.ukri.org/person/0172F194-864E-4641-95A2-BD92C8CB1834,96B3620E-555A-4E61-A081-017E89040F9C,Arctic Biosphere-Atmosphere Coupling across multiple Scales (ABACUS).,"Climate warming is resulting from disruption of the global carbon cycle. The Arctic is already warming significantly, and warming is expected to be fastest and greatest at high latitudes, 4-7 degrees C over the next century. However, there are complex links among climate, the carbon cycle and the global energy balance which mean that the details of such global changes remain poorly understood. We ",Research Grant,0,Climate & Environment,https://gtr.ukri.org/projects?ref=96B3620E-555A-4E61-A081-017E89040F9C,0.1111,Good Fit
PAIR_0095,013D7260-5109-427D-BE5E-0A01B01E462E,Robert Janes,Social Sciences,"social, inequality, education, poverty, policy, community",https://gtr.ukri.org/person/013D7260-5109-427D-BE5E-0A01B01E462E,CB1F7586-05E0-4A9B-8480-00555BF7B52B,The impact of China's &quot;ecological civilisation&quot; principle on China's management of transboundary rivers in the region.,"My PhD thesis would address the question: How has the Chinese leadership's commitment to the principle of &quot;ecological civilisation&quot; influenced China's approach to transboundary river management? I propose to study the years 2012-2022 using a comparative analysis of three transboundary rivers that flow through China, as outlined in the Methods section below. My aim would be to develop a r",Studentship,0,Social Sciences,https://gtr.ukri.org/projects?ref=CB1F7586-05E0-4A9B-8480-00555BF7B52B,0.1176,Good Fit
PAIR_0097,0010221C-C855-4F35-8E36-087BFA9AF15D,David Bunton,Cybersecurity & Computing,"cybersecurity, security, encryption, network, privacy, blockchain",https://gtr.ukri.org/person/0010221C-C855-4F35-8E36-087BFA9AF15D,A801D76F-ADCA-4143-AD4A-01CEF616DD0F,Interpreting and targeting NERC-funded research outputs to inform and influence marine policy,"Knowledge exchange activities are often limited in funding, and the communication formats respected in the scientific community, such as peer-reviewed publications and scientific conference talks, are not appropriate to disseminate research to policy and decision makers. Policy makers and scientists communicate in their own jargon-centric languages, which leads to miscommunications and lack of und",Fellowship,0,Social Sciences,https://gtr.ukri.org/projects?ref=A801D76F-ADCA-4143-AD4A-01CEF616DD0F,0.0667,Good Fit
PAIR_0210,0114B0BD-9EB7-4D48-9BD6-3FED2BC45FDD,Chittur Srinivasan,Social Sciences,"social, inequality, education, poverty, policy, community",https://gtr.ukri.org/person/0114B0BD-9EB7-4D48-9BD6-3FED2BC45FDD,ACB57DB2-B92F-460E-AA8E-00F08E840C6E,fusing MEDICAL IMAGES and CFD for precision VASCULAR INTERVENTIONS (MEDICARE),"Abstracts are not currently available in GtR for all funded research. This is normally because the abstract was not required at the time of proposal submission, but may be because it included sensitive information such as personal details.",Research Grant,0,Artificial Intelligence,https://gtr.ukri.org/projects?ref=ACB57DB2-B92F-460E-AA8E-00F08E840C6E,0.0,Bad Fit
PAIR_0272,014CFEB2-3043-440B-973B-8ABD8974DBF3,Kenneth Carslaw,Biomedical & Health,"cancer, diabetes, drug, clinical, biomedical, genomic",https://gtr.ukri.org/person/014CFEB2-3043-440B-973B-8ABD8974DBF3,B4E7F3DB-2AA6-4EC1-A57E-00FB8CB34046,Translating technical solutions into socio-technical possibilities: enabling technological transfer in the Bangladesh shipbreaking industry,"Abstracts are not currently available in GtR for all funded research. This is normally because the abstract was not required at the time of proposal submission, but may be because it included sensitive information such as personal details.",Research Grant,0,Artificial Intelligence,https://gtr.ukri.org/projects?ref=B4E7F3DB-2AA6-4EC1-A57E-00FB8CB34046,0.0,Bad Fit
PAIR_0209,01222E1F-13BA-40DE-A5AB-251A80992C3C,Edward Codling,Cybersecurity & Computing,"cybersecurity, security, encryption, network, privacy, blockchain",https://gtr.ukri.org/person/01222E1F-13BA-40DE-A5AB-251A80992C3C,BFC030B7-5738-42D1-A9FD-001158F21276,Valuing the mental health and well-being benefits of nature engagement through measures of soundscape complexity,"There is growing recognition of the value and benefits of spending time in nature for human health and well-being, with governments and organisations around the world now developing green prescribing programmes to treat mental health issues and support mental well-being through contact with nature. The COVID-19 pandemic has served to highlight the value of such contact, both in terms of the detrim",Research Grant,0,Social Sciences,https://gtr.ukri.org/projects?ref=BFC030B7-5738-42D1-A9FD-001158F21276,0.0,Bad Fit
PAIR_0189,003D7630-E76C-44A3-BF57-0CBEAED99FBC,John Aston,Data Science & Statistics,"data science, statistical, big data, analytics, regression, bayesian",https://gtr.ukri.org/person/003D7630-E76C-44A3-BF57-0CBEAED99FBC,0D6E6D94-136D-4B17-8B74-00F4E6632CFA,FLICC (Front of pack food Labelling: Impact on Consumer Choice),"Since 2006, retailers and manufacturers in the UK have begun using front of pack (FOP) nutrition labelling on foods. Presently, around four fifths of foods in UK supermarkets carry FOP labelling. There have been many studies of consumer understanding of FOP labelling, and of use of FOP labelling in experimental settings. However, little is known about how consumers use FOP labelling in real-life s",Research Grant,0,Social Sciences,https://gtr.ukri.org/projects?ref=0D6E6D94-136D-4B17-8B74-00F4E6632CFA,0.0,Average Fit
PAIR_0018,00FAA1C0-3601-4DEA-B4C2-783E49E49868,Liam Morrison,Climate & Environment,"climate, carbon, greenhouse, sustainability, renewable, net zero",https://gtr.ukri.org/person/00FAA1C0-3601-4DEA-B4C2-783E49E49868,AB33C0B8-DCB9-4AF1-A4A6-018C09D2BEAA,FCL/B: An Integrated VSC-HVDC Fault Current Limiter/Breaker,"Multi-terminal DC networks and meshed DC grids have been advocated by transmission utilities, industry and academe, as a potentially more cost effective means of integrating offshore renewable energy than point-to-point links. National Grid's Electricity Ten Year Statements and the European Network of Transmission System Operators for Electricity's Ten Year Network Development Plan as well as stud",Research Grant,0,Artificial Intelligence,https://gtr.ukri.org/projects?ref=AB33C0B8-DCB9-4AF1-A4A6-018C09D2BEAA,0.0667,Good Fit
PAIR_0021,00AF0809-D14D-4147-BE92-6FC2CF313B28,Peter Keightley,Artificial Intelligence,"machine learning, deep learning, neural, artificial intelligence, computer vision, natural language",https://gtr.ukri.org/person/00AF0809-D14D-4147-BE92-6FC2CF313B28,A350FE58-5F21-482C-B12B-013C0BBD80F2,Stratification of Patients using advanced Integrative modelling of Data Routinely acquired for diagnosing Rheumatic complaints,"Globally 1.Globally 1.71 billion people have musculoskeletal symptoms, the leading contributor to disability. Early disease stratification is important to ensure appropriate care (most suited healthcare provider and best treatment choice). Currently the patient journey to diagnosis and effective treatment is long and inefficient, resulting in persistent disease burden and economical loss. This is ",EU-Funded,0,Biomedical & Health,https://gtr.ukri.org/projects?ref=A350FE58-5F21-482C-B12B-013C0BBD80F2,0.1429,Good Fit
PAIR_0174,06958A48-8D6D-4E9C-B204-570E76AB3CAA,Pat Doyle,Cybersecurity & Computing,"cybersecurity, security, encryption, network, privacy, blockchain",https://gtr.ukri.org/person/06958A48-8D6D-4E9C-B204-570E76AB3CAA,C1611458-9FED-4910-8BD5-017866260BFE,"Historicising and reconnecting rural community: black presences and the legacies of slavery and colonialism in rural Britain, c.1600-1939","The conventional image of the English country house is one of luxury and splendour and forms part of a wider rural idyll central to ideas of British identity and rural community. This project aims to unpack such conventions by reviewing evidence from a range of sources and disciplines of the historical impacts of slavery and colonialism on the British countryside, including evidence on black lives",Research Grant,0,Social Sciences,https://gtr.ukri.org/projects?ref=C1611458-9FED-4910-8BD5-017866260BFE,0.0,Average Fit
PAIR_0216,01103B71-79AE-4060-AFAD-291F3A9F8ECE,Yonghong Peng,Data Science & Statistics,"data science, statistical, big data, analytics, regression, bayesian",https://gtr.ukri.org/person/01103B71-79AE-4060-AFAD-291F3A9F8ECE,B322A237-8D39-42A1-B698-0143E645A1B9,"&quot;Deportation, regardless of justice: An examination of the experiences and effects of the 'deport first, appeal later' policy on foreign national pris","Criminological research into borders, the mass movement of people and, perhaps more importantly, the associated (perceived) necessity to control migrant populations has become a burgeoning and essential field of study. In an ever more global society where people are increasingly mobile and able to cross borders, it is unsurprising that there has become a perceived need for control of migrant popul",Studentship,0,Social Sciences,https://gtr.ukri.org/projects?ref=B322A237-8D39-42A1-B698-0143E645A1B9,0.0,Bad Fit
PAIR_0153,00D084A2-59CF-46B8-9085-AB3881AF13A1,Gino Poulin,Social Sciences,"social, inequality, education, poverty, policy, community",https://gtr.ukri.org/person/00D084A2-59CF-46B8-9085-AB3881AF13A1,C9A24933-11F5-4870-85A0-002E47C2E6BF,"Learning, Approximating and Minimising Streaming Automata for Large-scale Optimisation","The proposed research lies at the interface of the areas of verification and machine learning, interactions of which are attracting a lot of attention currently and of potential huge benefits for both sides.

Verification is this domain of computer science aiming at checking and certifying computer systems. Computer systems are increasingly used at all levels of society and peoples' lives and it i",Research Grant,0,Artificial Intelligence,https://gtr.ukri.org/projects?ref=C9A24933-11F5-4870-85A0-002E47C2E6BF,0.0588,Average Fit
PAIR_0253,00FAA1C0-3601-4DEA-B4C2-783E49E49868,Liam Morrison,Climate & Environment,"climate, carbon, greenhouse, sustainability, renewable, net zero",https://gtr.ukri.org/person/00FAA1C0-3601-4DEA-B4C2-783E49E49868,C2C6F6A3-0243-4E98-A00D-00351CB6B4E9,Optimising the Mobility of Nanoporous Oxides,"The project aims to develop practical strategies to improve the mobility of nanoporous metal oxide films by reducing charge trapping at surface and interfaces. It will combine first principles theoretical modelling with structural, spectroscopic and photophysical materials characterisation, in order to understand charge trapping at an atomistic level and guide material modification strategies to i",Studentship,0,Data Science & Statistics,https://gtr.ukri.org/projects?ref=C2C6F6A3-0243-4E98-A00D-00351CB6B4E9,0.0,Bad Fit
PAIR_0063,00D084A2-59CF-46B8-9085-AB3881AF13A1,Gino Poulin,Social Sciences,"social, inequality, education, poverty, policy, community",https://gtr.ukri.org/person/00D084A2-59CF-46B8-9085-AB3881AF13A1,D0FCC262-276C-41D3-9A3C-01EBBF3C8092,Feeling the untouchable: Haptic touch experiences for naturalistic learning,"As we confront the global sustainability challenges of our time, schools need to address modern culture's disassociation with the natural world. Our transformative vision is to bring to life naturalistic learning through touch experiences, thereby creating cognitive and affective connections between school students' science learning and their personal and societal relevance. We will co-design new ",Research and Innovation,0,Climate & Environment,https://gtr.ukri.org/projects?ref=D0FCC262-276C-41D3-9A3C-01EBBF3C8092,0.1765,Good Fit
PAIR_0015,00FAA1C0-3601-4DEA-B4C2-783E49E49868,Liam Morrison,Climate & Environment,"climate, carbon, greenhouse, sustainability, renewable, net zero",https://gtr.ukri.org/person/00FAA1C0-3601-4DEA-B4C2-783E49E49868,B3526568-5A5F-4D1E-BB3B-0157D4D652CD,South American Biomass Burning Analysis (SAMBBA),"Biomass burning aerosol (BBA) exerts a considerable impact on regional radiation budgets as it significantly perturbs the surface fluxes and atmospheric heating rates and its cloud nucleating (CCN) properties perturb cloud microphysics and hence affect cloud radiative properties, precipitation and cloud lifetime. It is likely that such large influences on heating rates and CCN will affect regional",Research Grant,0,Climate & Environment,https://gtr.ukri.org/projects?ref=B3526568-5A5F-4D1E-BB3B-0157D4D652CD,0.2667,Good Fit
